Area_Code,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,yield
18,1993,537,29296.5,3.96,22027
18,1993,537,29296.5,5.87,22027
18,1993,537,29296.5,7.69,22027
18,1994,537,29206,6.52,21275
18,1994,537,29206,8.11,21275
18,1994,537,29206,4.72,21275
18,1994,537,29206,4.06,21275
18,1994,537,29206,5.95,21275
18,1994,537,29206,8.27,21275
18,1995,537,32223.4,7.19,22467
18,1995,537,32223.4,8.52,22467
18,1995,537,32223.4,5.47,22467
18,1995,537,32223.4,4.81,22467
18,1995,537,32223.4,6.38,22467
18,1995,537,32223.4,8.49,22467
18,1996,537,35240.8,6.88,24304
18,1996,537,35240.8,7.85,24304
18,1996,537,35240.8,5.25,24304
18,1996,537,35240.8,4.66,24304
18,1996,537,35240.8,5.81,24304
18,1996,537,35240.8,7.16,24304
18,1997,537,38258.2,6.72,21285
18,1997,537,38258.2,8.09,21285
18,1997,537,38258.2,4.54,21285
18,1997,537,38258.2,3.99,21285
18,1997,537,38258.2,6,21285
18,1997,537,38258.2,8.23,21285
18,1998,537,41275.6,9.01,22550
18,1998,537,41275.6,10.6,22550
18,1998,537,41275.6,7,22550
18,1998,537,41275.6,6.68,22550
18,1998,537,41275.6,8.54,22550
18,1998,537,41275.6,8.72,22550
18,1999,537,44293,8.29,25971
18,1999,537,44293,9.53,25971
18,1999,537,44293,6.71,25971
18,1999,537,44293,6.02,25971
18,1999,537,44293,7.75,25971
18,1999,537,44293,7.69,25971
18,2000,537,39667,6.93,24446
18,2000,537,39667,8.67,24446
18,2000,537,39667,5.14,24446
18,2000,537,39667,4.61,24446
18,2000,537,39667,6.67,24446
18,2000,537,39667,7.63,24446
18,2001,537,38456,8.47,19452
18,2001,537,38456,9.63,19452
18,2001,537,38456,6.46,19452
18,2001,537,38456,6.01,19452
18,2001,537,38456,7.76,19452
18,2001,537,38456,7.77,19452
18,2002,537,34226,8.18,18324
18,2002,537,34226,9.45,18324
18,2002,537,34226,6.01,18324
18,2002,537,34226,5.47,18324
18,2002,537,34226,7.48,18324
18,2002,537,34226,7.82,18324
18,2004,537,36138,7.02,26409
18,2004,537,36138,8.63,26409
18,2004,537,36138,4.91,26409
18,2004,537,36138,4.46,26409
18,2004,537,36138,6.4,26409
18,2004,537,36138,8.95,26409
18,2005,537,36363,7.89,27381
18,2005,537,36363,9.05,27381
18,2005,537,36363,5.95,27381
18,2005,537,36363,5.53,27381
18,2005,537,36363,7.22,27381
18,2005,537,36363,8.38,27381
18,2006,537,36572.75,8.66,26096
18,2006,537,36572.75,9.83,26096
18,2006,537,36572.75,6.95,26096
18,2006,537,36572.75,6.3,26096
18,2006,537,36572.75,7.85,26096
18,2006,537,36572.75,8.31,26096
18,2007,537,45140.03,7.42,23317
18,2007,537,45140.03,9.14,23317
18,2007,537,45140.03,5.25,23317
18,2007,537,45140.03,4.96,23317
18,2007,537,45140.03,7.07,23317
18,2007,537,45140.03,7.72,23317
18,2008,537,53707.3,7.5,28575
18,2008,537,53707.3,8.61,28575
18,2008,537,53707.3,5.62,28575
18,2008,537,53707.3,5.01,28575
18,2008,537,53707.3,6.58,28575
18,2008,537,53707.3,7.3,28575
18,2009,537,54529.4,7.12,27897
18,2009,537,54529.4,8.38,27897
18,2009,537,54529.4,5.27,27897
18,2009,537,54529.4,4.71,27897
18,2009,537,54529.4,6.28,27897
18,2009,537,54529.4,7.8,27897
18,2010,537,61050,8.64,28085
18,2010,537,61050,9.47,28085
18,2010,537,61050,7.11,28085
18,2010,537,61050,6.73,28085
18,2010,537,61050,7.77,28085
18,2010,537,61050,8.33,28085
18,2011,537,62107.2,8.34,29568
18,2011,537,62107.2,9.32,29568
18,2011,537,62107.2,6.52,29568
18,2011,537,62107.2,6.14,29568
18,2011,537,62107.2,7.3,29568
18,2011,537,62107.2,7.21,29568
18,2012,537,73508.9,9.24,28645
18,2012,537,73508.9,10.51,28645
18,2012,537,73508.9,7.09,28645
18,2012,537,73508.9,6.59,28645
18,2012,537,73508.9,8.66,28645
18,2012,537,73508.9,7.85,28645
18,2013,537,81659.8,9.19,35943
18,2013,537,81659.8,10.11,35943
18,2013,537,81659.8,7.86,35943
18,2013,537,81659.8,7.08,35943
18,2013,537,81659.8,8.46,35943
18,2013,537,81659.8,9.85,35943
19,1990,1522,15373,12.88,29481
19,1990,1522,15373,6.11,29481
19,1991,1522,15373,13,34057
19,1991,1522,15373,6.37,34057
19,1992,1522,15373,12.93,33787
19,1992,1522,15373,5.97,33787
19,1993,1522,15373,13.26,33500
19,1993,1522,15373,6.16,33500
19,1994,1522,15373,13.42,35157
19,1994,1522,15373,6.7,35157
19,1995,1522,15373,13.02,35500
19,1995,1522,15373,6.4,35500
19,1996,1522,15373,13.16,33278
19,1996,1522,15373,6.26,33278
19,1997,1522,15373,13.66,40174
19,1997,1522,15373,6.8,40174
19,1998,1522,15373,13.19,43846
19,1998,1522,15373,6.28,43846
19,1999,1522,15373,13.24,35342
19,1999,1522,15373,5.93,35342
19,2000,1522,14264.54,12.99,38120
19,2000,1522,14264.54,5.95,38120
19,2001,1522,13156.09,13.16,42999
19,2001,1522,13156.09,6.41,42999
19,2002,1522,12047.63,12.95,42722
19,2002,1522,12047.63,6.25,42722
19,2004,1522,9830.72,13.44,45710
19,2004,1522,9830.72,6.32,45710
19,2005,1522,9830.72,13.06,44130
19,2005,1522,9830.72,6.22,44130
19,2006,1522,9830.72,13.19,44601
19,2006,1522,9830.72,6.84,44601
19,2007,1522,9830.72,12.31,47859
19,2007,1522,9830.72,5.51,47859
19,2008,1522,9830.72,13.69,45748
19,2008,1522,9830.72,6.57,45748
19,2009,1522,9830.72,13.04,40809
19,2009,1522,9830.72,6.7,40809
19,2010,1522,9830.72,12.69,57658
19,2010,1522,9830.72,6.13,57658
19,2011,1522,9830.72,13.25,58060
19,2011,1522,9830.72,6.27,58060
19,2012,1522,9830.72,13.48,49468
19,2012,1522,9830.72,6.82,49468
19,2013,1522,9830.72,13.07,58143
19,2013,1522,9830.72,5.94,58143
20,1990,3240,18058.29,27.22,18483
20,1990,3240,18058.29,22.4,18483
20,1991,3240,16817,27.3,19852
20,1991,3240,16817,22.53,19852
20,1992,3240,15305.94,27.38,17490
20,1992,3240,15305.94,22.67,17490
20,1993,3240,14961.81,27.42,18773
20,1993,3240,14961.81,22.29,18773
20,1994,3240,17051.34,27.17,20547
20,1994,3240,17051.34,22.33,20547
20,1995,3240,20156.23,27.3,21193
20,1995,3240,20156.23,22.27,21193
20,1996,3240,18131,27.12,21824
20,1996,3240,18131,22.07,21824
20,1997,3240,16005,27.54,21243
20,1997,3240,16005,22.9,21243
20,1998,3240,60687,27.67,20497
20,1998,3240,60687,23.07,20497
20,1999,3240,66088,26.77,21537
20,1999,3240,66088,21.83,21537
20,2000,3240,75843,26.98,15992
20,2000,3240,75843,22.01,15992
20,2001,3240,85515.3,27.28,15106
20,2001,3240,85515.3,22.5,15106
20,2002,3240,84023.26,27.77,17353
20,2002,3240,84023.26,22.73,17353
20,2004,3240,105514.19,27.3,18879
20,2004,3240,105514.19,22.63,18879
20,2005,3240,117881.45,27.56,23371
20,2005,3240,117881.45,22.69,23371
20,2006,3240,98328.63,27.51,15490
20,2006,3240,98328.63,22.6,15490
20,2007,3240,82439.06,27.45,18709
20,2007,3240,82439.06,22.48,18709
20,2008,3240,48538.97,27.16,18151
20,2008,3240,48538.97,22.07,18151
20,2009,3240,51435.13,27.68,16946
20,2009,3240,51435.13,22.87,16946
20,2010,3240,48618.46,27.54,17697
20,2010,3240,48618.46,22.68,17697
20,2011,3240,53797,27.18,15964
20,2011,3240,53797,22.33,15964
20,2012,3240,48727.73,27.56,15196
20,2012,3240,48727.73,22.58,15196
20,2013,3240,54563.38,27.6,16938
20,2013,3240,54563.38,22.85,16938
82,1992,1113,2304,10.78,38967
82,1993,1113,2675.33,10.19,41867
82,1994,1113,3046.67,11.33,37823
82,1995,1113,3418,10.14,38605
82,1996,1113,3148,9.24,36905
82,1997,1113,3026.25,10.18,40000
82,1998,1113,2904.5,10.42,42214
82,1999,1113,2782.75,10.51,32976
82,2000,1113,2661,11.45,47455
82,2001,1113,2539.25,10.74,44047
82,2002,1113,2417.5,11.18,45919
82,2004,1113,2174,10.06,49278
82,2005,1113,2053,9.62,41144
82,2006,1113,2150,10.56,45833
82,2007,1113,2015,11.31,46408
82,2008,1113,2388,11.09,54833
82,2009,1113,2070,11.06,51896
82,2010,1113,1540,10,40415
82,2011,1113,1638.74,11.02,52237
82,2012,1113,1737.47,11.12,53473
82,2013,1113,1836.21,11.58,48846
83,2010,703,3894,7.54,66264
83,2011,703,4249.48,9.31,64672
83,2012,703,5716,8.7,73687
83,2013,703,4118,8.81,72992
83,1990,703,5650,9.83,74180
83,1991,703,4628,8.62,70749
83,1992,703,4566,9.47,61510
83,1993,703,4103,8.16,69791
83,1994,703,3922,9.15,64948
83,1995,703,5043,8.75,75633
83,1996,703,3672,7.31,69864
83,1997,703,3679,8.91,72057
83,1998,703,3623,8.65,72476
83,1999,703,2867,9.37,70074
83,2000,703,3174,9.67,74797
83,2001,703,3311,8.78,73559
83,2002,703,2868,9.54,70345
83,2004,703,2899,9,71406
83,2005,703,3246,9.11,72328
83,2006,703,3212,9.74,69964
83,2007,703,3336,9.87,65610
83,2008,703,4145,9.82,78638
83,2009,703,2836,9.22,80373
81,1990,2274,2537,21.82,7967
81,1990,2274,2537,17.6,7967
81,1990,2274,2537,22.12,7967
81,1991,2274,2377,21.91,5696
81,1991,2274,2377,17.59,5696
81,1991,2274,2377,22.18,5696
81,1992,2274,2012,21.94,5911
81,1992,2274,2012,17.67,5911
81,1992,2274,2012,22.19,5911
81,1993,2274,1844,21.86,6711
81,1993,2274,1844,17.42,6711
81,1993,2274,1844,22.15,6711
81,1994,2274,2670,21.46,6162
81,1994,2274,2670,17.4,6162
81,1994,2274,2670,21.8,6162
81,1995,2274,2658,21.96,6951
81,1995,2274,2658,17.7,6951
81,1995,2274,2658,22.19,6951
81,1996,2274,2407,21.34,6176
81,1996,2274,2407,17.23,6176
81,1996,2274,2407,21.69,6176
81,1997,2274,7612,22.88,5976
81,1997,2274,7612,17.82,5976
81,1997,2274,7612,23,5976
81,1998,2274,21500,22.59,6484
81,1998,2274,21500,18.12,6484
81,1998,2274,21500,22.72,6484
81,1999,2274,14216,21.21,7001
81,1999,2274,14216,17.02,7001
81,1999,2274,14216,21.43,7001
81,2000,2274,17948,21.34,6208
81,2000,2274,17948,17.06,6208
81,2000,2274,17948,21.46,6208
81,2001,2274,7344,21.51,6100
81,2001,2274,7344,17.39,6100
81,2001,2274,7344,21.88,6100
81,2002,2274,1302.49,22.23,5696
81,2002,2274,1302.49,17.78,5696
81,2002,2274,1302.49,22.47,5696
81,2004,2274,29799.84,22.04,8053
81,2004,2274,29799.84,17.73,8053
81,2004,2274,29799.84,22.33,8053
81,2005,2274,18391.23,21.82,7220
81,2005,2274,18391.23,17.67,7220
81,2005,2274,18391.23,22.21,7220
81,2006,2274,7953.42,22.09,7774
81,2006,2274,7953.42,17.6,7774
81,2006,2274,7953.42,22.31,7774
81,2007,2274,14156.16,21.68,8186
81,2007,2274,14156.16,17.44,8186
81,2007,2274,14156.16,21.99,8186
81,2008,2274,15396.14,21.72,7466
81,2008,2274,15396.14,17.16,7466
81,2008,2274,15396.14,21.89,7466
81,2009,2274,9666.87,22.01,8617
81,2009,2274,9666.87,17.76,8617
81,2009,2274,9666.87,22.42,8617
81,2010,2274,31637.12,21.98,8912
81,2010,2274,31637.12,17.79,8912
81,2010,2274,31637.12,22.3,8912
81,2011,2274,17529.44,21.78,9249
81,2011,2274,17529.44,17.42,9249
81,2011,2274,17529.44,22.11,9249
81,2012,2274,11469.74,21.86,7995
81,2012,2274,11469.74,17.46,7995
81,2012,2274,11469.74,22.16,7995
81,2013,2274,6471.77,21.69,7064
81,2013,2274,6471.77,17.28,7064
81,2013,2274,6471.77,21.94,7064
80,1990,51,13214,20.73,51967
80,1990,51,13214,21.6,51967
80,1991,51,8255,20.64,48163
80,1991,51,8255,21.65,48163
80,1992,51,6156,20.09,52546
80,1992,51,6156,21.11,52546
80,1993,51,4175,20.74,52970
80,1993,51,4175,21.79,52970
80,1994,51,4283,21.1,50026
80,1994,51,4283,22.02,50026
80,1995,51,4391,20.62,54221
80,1995,51,4391,21.56,54221
80,1996,51,4499,20.85,56384
80,1996,51,4499,21.88,56384
80,1997,51,4607,20.52,55994
80,1997,51,4607,21.45,55994
80,1998,51,4715,21.29,59896
80,1998,51,4715,22.36,59896
80,1999,51,4823,21.46,63467
80,1999,51,4823,22.28,63467
80,2000,51,4931,20.74,63422
80,2000,51,4931,21.49,63422
80,2001,51,5039,21.45,63580
80,2001,51,5039,22.33,63580
80,2002,51,5147,21.46,64345
80,2002,51,5147,22.41,64345
80,2004,51,5363,21.06,65567
80,2004,51,5363,22.08,65567
80,2005,51,5471,21.08,64929
80,2005,51,5471,22.01,64929
80,2006,51,9781,21.15,64303
80,2006,51,9781,22.05,64303
80,2007,51,9105,21.51,64673
80,2007,51,9105,22.36,64673
80,2008,51,9527,21.74,65031
80,2008,51,9527,22.64,65031
80,2009,51,9013,21.67,63829
80,2009,51,9013,22.63,63829
80,2010,51,11590,22.46,55741
80,2010,51,11590,23.72,55741
80,2011,51,12945,21.18,65428
80,2011,51,12945,21.99,65428
80,2012,51,13991,21.55,65823
80,2012,51,13991,22.48,65823
80,2013,51,13653,21.44,66682
80,2013,51,13653,22.91,66682
79,1993,383,4.44,24.09,2038
79,1994,383,4.44,24.13,7449
79,1995,383,4.44,24.37,5124
79,1996,383,4.44,24.36,3665
79,1997,383,30.92,24.32,3434
79,1998,383,19.61,24.78,9552
79,1999,383,22.28,24.68,7700
79,2000,383,24.96,24.76,5943
79,2001,383,27.63,24.61,11658
79,2002,383,27.63,24.86,1706
79,2004,383,27.63,24.79,2980
79,2005,383,27.63,24.85,11565
79,2006,383,27.63,24.7,11604
79,2007,383,27.63,24.7,8395
79,2008,383,27.63,24.79,3307
79,2009,383,27.63,25.3,10706
79,2010,383,27.63,25.22,11786
79,2011,383,27.63,24.78,11154
79,2012,383,27.63,25.16,12692
79,2013,383,27.63,25.87,12000
57,1992,626,469,6.51,20562
57,1993,626,170,5.26,20994
57,1994,626,176,5.35,16686
57,1995,626,154,6.23,19974
57,1996,626,133,4.63,22046
57,1997,626,200,5.95,21850
57,1998,626,195,5.5,17666
57,1999,626,187,6.55,13377
57,2000,626,315,7.12,21285
57,2001,626,329,6.08,22302
57,2002,626,331,6.34,23025
57,2004,626,351,6.03,25083
57,2005,626,386,6.04,30818
57,2006,626,452,6.7,24173
57,2007,626,460,6.97,34746
57,2008,626,551,7.39,31831
57,2009,626,402,6.14,30146
57,2010,626,514,5.06,27440
57,2011,626,460,6.98,28065
57,2012,626,553,5.57,38994
57,2013,626,567,7.28,32754
58,1990,536,2001,6.07,34847
58,1991,536,1738,5.62,36391
58,1992,536,1372,5.8,24152
58,1993,536,1200,4.74,36212
58,1994,536,1247,4.66,37953
58,1995,536,1041,5.63,37686
58,1996,536,909,4.2,40827
58,1997,536,999,5.36,37188
58,1998,536,1164,4.71,28929
58,1999,536,1139,5.7,21589
58,2000,536,1147.48,6.57,36007
58,2001,536,1423.27,5.35,33811
58,2002,536,1620.36,5.54,32585
58,2004,536,1489.12,5.4,34738
58,2005,536,1431.04,5.8,37304
58,2006,536,1645.3,5.91,35575
58,2007,536,1479.45,6.23,39329
58,2008,536,1621.86,6.77,36408
58,2009,536,1693.8,5.49,41027
58,2010,536,1746.71,4.36,34299
58,2011,536,1707.54,6.38,38469
58,2012,536,1545.25,5.12,39028
58,2013,536,1475.39,6.17,38215
59,1990,867,97701,11.96,64787
59,1991,867,103434,10.6,66764
59,1992,867,85249,11.15,63992
59,1993,867,91953,10.7,64739
59,1994,867,89515,11.96,66685
59,1995,867,84011,11.69,65079
59,1996,867,97890,10.14,71361
59,1997,867,109792,11.59,66288
59,1998,867,107753,11.25,76063
59,1999,867,114695,11.83,72395
59,2000,867,97878,11.74,71175
59,2001,867,99694,11.37,66169
59,2002,867,82448,11.87,74455
59,2004,867,76099,11.34,75788
59,2005,867,78265,11.55,69887
59,2006,867,71612,11.79,67414
59,2007,867,77255,11.75,62542
59,2008,867,78577,11.28,71018
59,2009,867,63676,11.46,74478
59,2010,867,61903,10.41,70405
59,2011,867,61039,12.33,66563
59,2012,867,63547.59,11.22,71512
59,2013,867,66497.29,11.01,72656
60,1990,700,31289,10.71,62734
60,1990,700,31289,10.08,62734
60,1990,700,31289,5.92,62734
60,1991,700,32006,9.36,67712
60,1991,700,32006,8.79,67712
60,1991,700,32006,4.93,67712
60,1992,700,29542,10.38,59811
60,1992,700,29542,9.84,59811
60,1992,700,29542,5.91,59811
60,1993,700,25170,9.34,65841
60,1993,700,25170,8.57,65841
60,1993,700,25170,5.33,65841
60,1994,700,26330,10.43,67684
60,1994,700,26330,9.73,67684
60,1994,700,26330,6.64,67684
60,1995,700,30090,9.75,68882
60,1995,700,30090,9.16,68882
60,1995,700,30090,5.33,68882
60,1996,700,31683,7.88,72932
60,1996,700,31683,7.42,72932
60,1996,700,31683,4.49,72932
60,1997,700,30414,9.73,72902
60,1997,700,30414,9.27,72902
60,1997,700,30414,5.79,72902
60,1998,700,33377,10.05,72035
60,1998,700,33377,9.31,72035
60,1998,700,33377,5.66,72035
60,1999,700,30019,10.58,75411
60,1999,700,30019,10.02,75411
60,1999,700,30019,5.55,75411
60,2000,700,35273.17,10.96,72826
60,2000,700,35273.17,10.12,72826
60,2000,700,35273.17,6.33,72826
60,2001,700,33423.49,9.69,78827
60,2001,700,33423.49,9.19,78827
60,2001,700,33423.49,5.59,78827
60,2002,700,34431.72,10.26,69056
60,2002,700,34431.72,9.86,69056
60,2002,700,34431.72,6.26,69056
60,2004,700,34930.37,9.82,81716
60,2004,700,34930.37,9.48,81716
60,2004,700,34930.37,5.43,81716
60,2005,700,36386.27,9.92,74651
60,2005,700,36386.27,9.58,74651
60,2005,700,36386.27,5.01,74651
60,2006,700,38540.15,10.55,72007
60,2006,700,38540.15,10.15,72007
60,2006,700,38540.15,5.94,72007
60,2007,700,40740.64,10.88,69611
60,2007,700,40740.64,10.37,69611
60,2007,700,40740.64,6.28,69611
60,2008,700,43413.01,10.66,80873
60,2008,700,43413.01,10.04,80873
60,2008,700,43413.01,5.94,80873
60,2009,700,39289.43,10.06,78091
60,2009,700,39289.43,9.61,78091
60,2009,700,39289.43,5.89,78091
60,2010,700,40832.42,8.61,72120
60,2010,700,40832.42,7.97,72120
60,2010,700,40832.42,4.85,72120
60,2011,700,43754.35,10.56,70139
60,2011,700,43754.35,9.73,70139
60,2011,700,43754.35,6.56,70139
60,2012,700,45522.5,9.96,73312
60,2012,700,45522.5,9.2,73312
60,2012,700,45522.5,5.88,73312
60,2013,700,43756.1,10.12,79979
60,2013,700,43756.1,9.17,79979
60,2013,700,43756.1,6,79979
61,1990,652,7420,18.05,19332
61,1991,652,7420,17.07,31183
61,1992,652,7869,17.13,24315
61,1993,652,8826,17.53,22952
61,1994,652,6341,18.47,27510
61,1995,652,6663,17.82,26341
61,1996,652,7296,17.46,24149
61,1997,652,9223,17.35,24172
61,1998,652,10702,18.15,24379
61,1999,652,9635,18.82,23910
61,2000,652,10627,18.2,26666
61,2001,652,10725,18.67,25096
61,2002,652,11852,18.33,23432
61,2004,652,11594,18.07,24757
61,2005,652,12083,17.91,24058
61,2006,652,7505.3,17.78,22859
61,2007,652,7345.7,18.67,22353
61,2008,652,5130.8,18.61,27769
61,2009,652,3404.4,18.52,27436
61,2010,652,5607.7,19.3,26044
61,2011,652,8189.8,17.67,27004
61,2012,652,8002.2,18.82,26650
61,2013,652,8081.72,19.36,27777
78,1990,1996,12004.33,19.64,19983
78,1991,1996,12004.33,19.91,20124
78,1992,1996,12004.33,19.89,20000
78,1993,1996,12004.33,19.85,19924
78,1994,1996,12004.33,20.08,21025
78,1995,1996,12004.33,19.98,20987
78,1996,1996,12004.33,19.48,21020
78,1997,1996,11419.53,20.16,20408
78,1998,1996,10834.74,20.36,19721
78,1999,1996,10249.94,19.44,19633
78,2000,1996,9665.14,19.47,20934
78,2001,1996,10023.42,19.62,29638
78,2002,1996,10381.71,19.93,19146
78,2004,1996,11959.92,19.85,20184
78,2005,1996,13506.02,19.99,21288
78,2006,1996,15951.27,19.88,22712
78,2007,1996,22883.17,19.9,22229
78,2008,1996,18091.67,19.51,24013
78,2009,1996,13276.7,19.99,22131
78,2010,1996,14898.25,19.85,20574
78,2011,1996,16540.71,19.85,20509
78,2012,1996,19726.3,19.88,21677
78,2013,1996,20489.4,20.37,20240
77,1990,1976,9880.07,24.53,5769
77,1991,1976,6289.7,24.61,5797
77,1992,1976,9904.59,24.77,5926
77,1993,1976,6768,24.58,5808
77,1994,1976,3160.91,24.87,6071
77,1995,1976,7800,24.95,5940
77,1996,1976,6464,24.39,5999
77,1997,1976,6980,25.03,6667
77,1998,1976,3495,25.37,5000
77,1999,1976,2387,24.41,4750
77,2000,1976,4376,24.43,5258
77,2001,1976,1141,24.4,5305
77,2002,1976,1772.3,24.61,5309
77,2004,1976,3034.91,24.68,5287
77,2005,1976,3666.21,24.77,5327
77,2006,1976,4297.51,24.88,5367
77,2007,1976,5283.93,24.55,5409
77,2008,1976,5130.42,24.25,5452
77,2009,1976,4344.36,24.77,5750
77,2010,1976,5736.63,24.49,5524
77,2011,1976,6324.41,24.63,5445
77,2012,1976,7194.91,24.47,5517
77,2013,1976,7194.91,24.86,5528
76,1990,589,12756,10.96,50771
76,1991,589,8069,9.66,51900
76,1992,589,5777,11.01,40700
76,1993,589,10197,10.22,30649
76,1994,589,9574,11.58,46033
76,1995,589,7715,10.34,41644
76,1996,589,6946,9.44,32780
76,1997,589,4445,9.89,42153
76,1998,589,5280,10.35,41390
76,1999,589,4598,10.64,35948
76,2000,589,4151,11.69,36044
76,2001,589,5458,10.47,43105
76,2002,589,8231.5,11.43,35212
76,2004,589,9940.5,10.37,51174
76,2005,589,9676,10.05,45000
76,2006,589,11523,10.67,40719
76,2007,589,11178,11.82,35875
76,2008,589,12084,11.55,50024
76,2009,589,11144,11.48,38546
76,2010,589,10299.5,10.35,37038
76,2011,589,8473.26,10.92,41994
76,2012,589,8141.17,11.31,37485
76,2013,589,7744.5,12.44,46386
31,1990,1083,75000,25.58,21211
31,1990,1083,75000,26.88,21211
31,1990,1083,75000,25.79,21211
31,1990,1083,75000,24.1,21211
31,1990,1083,75000,25.25,21211
31,1990,1083,75000,25.44,21211
31,1990,1083,75000,25.54,21211
31,1990,1083,75000,26.36,21211
31,1990,1083,75000,26.91,21211
31,1990,1083,75000,25.16,21211
31,1990,1083,75000,25.77,21211
31,1990,1083,75000,25.12,21211
31,1990,1083,75000,24.1,21211
31,1990,1083,75000,25.68,21211
31,1990,1083,75000,25.54,21211
31,1990,1083,75000,25.44,21211
31,1990,1083,75000,24.78,21211
31,1990,1083,75000,26.59,21211
31,1990,1083,75000,24.37,21211
31,1990,1083,75000,26.63,21211
31,1990,1083,75000,26.63,21211
31,1990,1083,75000,25.64,21211
31,1991,1083,72133,25.85,22814
31,1991,1083,72133,26.9,22814
31,1991,1083,72133,25.96,22814
31,1991,1083,72133,23.77,22814
31,1991,1083,72133,25.49,22814
31,1991,1083,72133,25.82,22814
31,1991,1083,72133,25.74,22814
31,1991,1083,72133,26.54,22814
31,1991,1083,72133,27.35,22814
31,1991,1083,72133,25.4,22814
31,1991,1083,72133,25.99,22814
31,1991,1083,72133,25.32,22814
31,1991,1083,72133,23.77,22814
31,1991,1083,72133,26.2,22814
31,1991,1083,72133,25.74,22814
31,1991,1083,72133,25.55,22814
31,1991,1083,72133,25.06,22814
31,1991,1083,72133,26.34,22814
31,1991,1083,72133,24.62,22814
31,1991,1083,72133,26.7,22814
31,1991,1083,72133,26.7,22814
31,1991,1083,72133,25.74,22814
31,1992,1083,70791,25.69,23940
31,1992,1083,70791,26.82,23940
31,1992,1083,70791,26.09,23940
31,1992,1083,70791,23.79,23940
31,1992,1083,70791,25.16,23940
31,1992,1083,70791,25.91,23940
31,1992,1083,70791,25.52,23940
31,1992,1083,70791,26.41,23940
31,1992,1083,70791,27.24,23940
31,1992,1083,70791,25.41,23940
31,1992,1083,70791,25.73,23940
31,1992,1083,70791,25.27,23940
31,1992,1083,70791,23.79,23940
31,1992,1083,70791,26.32,23940
31,1992,1083,70791,25.52,23940
31,1992,1083,70791,25.58,23940
31,1992,1083,70791,25.14,23940
31,1992,1083,70791,26.37,23940
31,1992,1083,70791,24.62,23940
31,1992,1083,70791,26.78,23940
31,1992,1083,70791,26.78,23940
31,1992,1083,70791,25.89,23940
31,1993,1083,66388,25.88,23267
31,1993,1083,66388,27.46,23267
31,1993,1083,66388,26.1,23267
31,1993,1083,66388,24.34,23267
31,1993,1083,66388,25.22,23267
31,1993,1083,66388,25.75,23267
31,1993,1083,66388,25.92,23267
31,1993,1083,66388,26.34,23267
31,1993,1083,66388,27.24,23267
31,1993,1083,66388,25.5,23267
31,1993,1083,66388,26.32,23267
31,1993,1083,66388,25.27,23267
31,1993,1083,66388,24.34,23267
31,1993,1083,66388,26.07,23267
31,1993,1083,66388,25.92,23267
31,1993,1083,66388,25.66,23267
31,1993,1083,66388,25.06,23267
31,1993,1083,66388,27.07,23267
31,1993,1083,66388,24.74,23267
31,1993,1083,66388,27.04,23267
31,1993,1083,66388,27.04,23267
31,1993,1083,66388,25.97,23267
31,1994,1083,61357,25.75,23796
31,1994,1083,61357,26.74,23796
31,1994,1083,61357,26.03,23796
31,1994,1083,61357,24.29,23796
31,1994,1083,61357,25.22,23796
31,1994,1083,61357,25.33,23796
31,1994,1083,61357,25.87,23796
31,1994,1083,61357,26.54,23796
31,1994,1083,61357,27.07,23796
31,1994,1083,61357,25.01,23796
31,1994,1083,61357,25.92,23796
31,1994,1083,61357,25.33,23796
31,1994,1083,61357,24.29,23796
31,1994,1083,61357,25.75,23796
31,1994,1083,61357,25.87,23796
31,1994,1083,61357,25.71,23796
31,1994,1083,61357,24.84,23796
31,1994,1083,61357,26.46,23796
31,1994,1083,61357,24.71,23796
31,1994,1083,61357,26.55,23796
31,1994,1083,61357,26.55,23796
31,1994,1083,61357,25.95,23796
31,1995,1083,61257,25.86,25590
31,1995,1083,61257,27.2,25590
31,1995,1083,61257,26.15,25590
31,1995,1083,61257,24.04,25590
31,1995,1083,61257,25.44,25590
31,1995,1083,61257,25.73,25590
31,1995,1083,61257,25.92,25590
31,1995,1083,61257,26.62,25590
31,1995,1083,61257,27.24,25590
31,1995,1083,61257,25.5,25590
31,1995,1083,61257,26.13,25590
31,1995,1083,61257,25.55,25590
31,1995,1083,61257,24.04,25590
31,1995,1083,61257,26.04,25590
31,1995,1083,61257,25.92,25590
31,1995,1083,61257,25.76,25590
31,1995,1083,61257,25.24,25590
31,1995,1083,61257,26.72,25590
31,1995,1083,61257,24.64,25590
31,1995,1083,61257,27.03,25590
31,1995,1083,61257,27.03,25590
31,1995,1083,61257,26.01,25590
31,1996,1083,56114,25.63,24828
31,1996,1083,56114,27.06,24828
31,1996,1083,56114,26.1,24828
31,1996,1083,56114,23.81,24828
31,1996,1083,56114,25.41,24828
31,1996,1083,56114,25.9,24828
31,1996,1083,56114,25.55,24828
31,1996,1083,56114,26.65,24828
31,1996,1083,56114,27.37,24828
31,1996,1083,56114,25.55,24828
31,1996,1083,56114,25.79,24828
31,1996,1083,56114,25.31,24828
31,1996,1083,56114,23.81,24828
31,1996,1083,56114,26.46,24828
31,1996,1083,56114,25.55,24828
31,1996,1083,56114,25.75,24828
31,1996,1083,56114,25.34,24828
31,1996,1083,56114,26.64,24828
31,1996,1083,56114,24.78,24828
