Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,yield
15,Cassava,1995,1761,92967.22,18.27,130631
15,Cassava,1995,1761,92967.22,27.52,130631
15,Cassava,1995,1761,92967.22,20.61,130631
15,Cassava,1995,1761,92967.22,27.34,130631
15,Cassava,1995,1761,92967.22,18.89,130631
15,Cassava,1995,1761,92967.22,26.05,130631
15,Cassava,1995,1761,92967.22,24.77,130631
15,Cassava,1995,1761,92967.22,25.65,130631
15,Maize,1995,1761,92967.22,22.07,26005
15,Maize,1995,1761,92967.22,20.61,26005
15,Maize,1995,1761,92967.22,18.27,26005
15,Maize,1995,1761,92967.22,18.27,26005
15,Maize,1995,1761,92967.22,27.52,26005
15,Maize,1995,1761,92967.22,20.61,26005
15,Maize,1995,1761,92967.22,27.34,26005
15,Maize,1995,1761,92967.22,18.89,26005
15,Maize,1995,1761,92967.22,26.05,26005
15,Maize,1995,1761,92967.22,24.77,26005
15,Maize,1995,1761,92967.22,25.65,26005
15,Potatoes,1995,1761,92967.22,22.07,152304
15,Potatoes,1995,1761,92967.22,20.61,152304
15,Potatoes,1995,1761,92967.22,18.27,152304
15,Potatoes,1995,1761,92967.22,18.27,152304
15,Potatoes,1995,1761,92967.22,27.52,152304
15,Potatoes,1995,1761,92967.22,20.61,152304
15,Potatoes,1995,1761,92967.22,27.34,152304
15,Potatoes,1995,1761,92967.22,18.89,152304
15,Potatoes,1995,1761,92967.22,26.05,152304
15,Potatoes,1995,1761,92967.22,24.77,152304
15,Potatoes,1995,1761,92967.22,25.65,152304
15,"Rice, paddy",1995,1761,92967.22,22.07,25668
15,"Rice, paddy",1995,1761,92967.22,20.61,25668
15,"Rice, paddy",1995,1761,92967.22,18.27,25668
15,"Rice, paddy",1995,1761,92967.22,18.27,25668
15,"Rice, paddy",1995,1761,92967.22,27.52,25668
15,"Rice, paddy",1995,1761,92967.22,20.61,25668
15,"Rice, paddy",1995,1761,92967.22,27.34,25668
15,"Rice, paddy",1995,1761,92967.22,18.89,25668
15,"Rice, paddy",1995,1761,92967.22,26.05,25668
15,"Rice, paddy",1995,1761,92967.22,24.77,25668
15,"Rice, paddy",1995,1761,92967.22,25.65,25668
15,Sorghum,1995,1761,92967.22,22.07,17981
15,Sorghum,1995,1761,92967.22,20.61,17981
15,Sorghum,1995,1761,92967.22,18.27,17981
15,Sorghum,1995,1761,92967.22,18.27,17981
15,Sorghum,1995,1761,92967.22,27.52,17981
15,Sorghum,1995,1761,92967.22,20.61,17981
15,Sorghum,1995,1761,92967.22,27.34,17981
15,Sorghum,1995,1761,92967.22,18.89,17981
15,Sorghum,1995,1761,92967.22,26.05,17981
15,Sorghum,1995,1761,92967.22,24.77,17981
15,Sorghum,1995,1761,92967.22,25.65,17981
15,Soybeans,1995,1761,92967.22,22.07,21998
15,Soybeans,1995,1761,92967.22,20.61,21998
15,Soybeans,1995,1761,92967.22,18.27,21998
15,Soybeans,1995,1761,92967.22,18.27,21998
15,Soybeans,1995,1761,92967.22,27.52,21998
15,Soybeans,1995,1761,92967.22,20.61,21998
15,Soybeans,1995,1761,92967.22,27.34,21998
15,Soybeans,1995,1761,92967.22,18.89,21998
15,Soybeans,1995,1761,92967.22,26.05,21998
15,Soybeans,1995,1761,92967.22,24.77,21998
15,Soybeans,1995,1761,92967.22,25.65,21998
15,Sweet potatoes,1995,1761,92967.22,22.07,110676
15,Sweet potatoes,1995,1761,92967.22,20.61,110676
15,Sweet potatoes,1995,1761,92967.22,18.27,110676
15,Sweet potatoes,1995,1761,92967.22,18.27,110676
15,Sweet potatoes,1995,1761,92967.22,27.52,110676
15,Sweet potatoes,1995,1761,92967.22,20.61,110676
15,Sweet potatoes,1995,1761,92967.22,27.34,110676
15,Sweet potatoes,1995,1761,92967.22,18.89,110676
15,Sweet potatoes,1995,1761,92967.22,26.05,110676
15,Sweet potatoes,1995,1761,92967.22,24.77,110676
15,Sweet potatoes,1995,1761,92967.22,25.65,110676
15,Wheat,1995,1761,92967.22,22.07,15420
15,Wheat,1995,1761,92967.22,20.61,15420
15,Wheat,1995,1761,92967.22,18.27,15420
15,Wheat,1995,1761,92967.22,18.27,15420
15,Wheat,1995,1761,92967.22,27.52,15420
15,Wheat,1995,1761,92967.22,20.61,15420
15,Wheat,1995,1761,92967.22,27.34,15420
15,Wheat,1995,1761,92967.22,18.89,15420
15,Wheat,1995,1761,92967.22,26.05,15420
15,Wheat,1995,1761,92967.22,24.77,15420
15,Wheat,1995,1761,92967.22,25.65,15420
15,Yams,1995,1761,92967.22,22.07,91587
15,Yams,1995,1761,92967.22,20.61,91587
15,Yams,1995,1761,92967.22,18.27,91587
15,Yams,1995,1761,92967.22,18.27,91587
15,Yams,1995,1761,92967.22,27.52,91587
15,Yams,1995,1761,92967.22,20.61,91587
15,Yams,1995,1761,92967.22,27.34,91587
15,Yams,1995,1761,92967.22,18.89,91587
15,Yams,1995,1761,92967.22,26.05,91587
15,Yams,1995,1761,92967.22,24.77,91587
15,Yams,1995,1761,92967.22,25.65,91587
15,Cassava,1996,1761,101621.67,21.56,117588
15,Cassava,1996,1761,101621.67,20.18,117588
15,Cassava,1996,1761,101621.67,17.83,117588
15,Cassava,1996,1761,101621.67,17.83,117588
15,Cassava,1996,1761,101621.67,27.6,117588
15,Cassava,1996,1761,101621.67,20.18,117588
15,Cassava,1996,1761,101621.67,27.07,117588
15,Cassava,1996,1761,101621.67,18.63,117588
15,Cassava,1996,1761,101621.67,25.94,117588
15,Cassava,1996,1761,101621.67,24.28,117588
15,Cassava,1996,1761,101621.67,25.45,117588
15,Maize,1996,1761,101621.67,21.56,24761
15,Maize,1996,1761,101621.67,20.18,24761
15,Maize,1996,1761,101621.67,17.83,24761
15,Maize,1996,1761,101621.67,17.83,24761
15,Maize,1996,1761,101621.67,27.6,24761
15,Maize,1996,1761,101621.67,20.18,24761
15,Maize,1996,1761,101621.67,27.07,24761
15,Maize,1996,1761,101621.67,18.63,24761
15,Maize,1996,1761,101621.67,25.94,24761
15,Maize,1996,1761,101621.67,24.28,24761
15,Maize,1996,1761,101621.67,25.45,24761
15,Potatoes,1996,1761,101621.67,21.56,146506
15,Potatoes,1996,1761,101621.67,20.18,146506
15,Potatoes,1996,1761,101621.67,17.83,146506
15,Potatoes,1996,1761,101621.67,17.83,146506
15,Potatoes,1996,1761,101621.67,27.6,146506
15,Potatoes,1996,1761,101621.67,20.18,146506
15,Potatoes,1996,1761,101621.67,27.07,146506
15,Potatoes,1996,1761,101621.67,18.63,146506
15,Potatoes,1996,1761,101621.67,25.94,146506
15,Potatoes,1996,1761,101621.67,24.28,146506
15,Potatoes,1996,1761,101621.67,25.45,146506
15,"Rice, paddy",1996,1761,101621.67,21.56,26578
15,"Rice, paddy",1996,1761,101621.67,20.18,26578
15,"Rice, paddy",1996,1761,101621.67,17.83,26578
15,"Rice, paddy",1996,1761,101621.67,17.83,26578
15,"Rice, paddy",1996,1761,101621.67,27.6,26578
15,"Rice, paddy",1996,1761,101621.67,20.18,26578
15,"Rice, paddy",1996,1761,101621.67,27.07,26578
15,"Rice, paddy",1996,1761,101621.67,18.63,26578
15,"Rice, paddy",1996,1761,101621.67,25.94,26578
15,"Rice, paddy",1996,1761,101621.67,24.28,26578
15,"Rice, paddy",1996,1761,101621.67,25.45,26578
15,Sorghum,1996,1761,101621.67,21.56,18118
15,Sorghum,1996,1761,101621.67,20.18,18118
15,Sorghum,1996,1761,101621.67,17.83,18118
15,Sorghum,1996,1761,101621.67,17.83,18118
15,Sorghum,1996,1761,101621.67,27.6,18118
15,Sorghum,1996,1761,101621.67,20.18,18118
15,Sorghum,1996,1761,101621.67,27.07,18118
15,Sorghum,1996,1761,101621.67,18.63,18118
15,Sorghum,1996,1761,101621.67,25.94,18118
15,Sorghum,1996,1761,101621.67,24.28,18118
15,Sorghum,1996,1761,101621.67,25.45,18118
15,Soybeans,1996,1761,101621.67,21.56,22493
15,Soybeans,1996,1761,101621.67,20.18,22493
15,Soybeans,1996,1761,101621.67,17.83,22493
15,Soybeans,1996,1761,101621.67,17.83,22493
15,Soybeans,1996,1761,101621.67,27.6,22493
15,Soybeans,1996,1761,101621.67,20.18,22493
15,Soybeans,1996,1761,101621.67,27.07,22493
15,Soybeans,1996,1761,101621.67,18.63,22493
15,Soybeans,1996,1761,101621.67,25.94,22493
15,Soybeans,1996,1761,101621.67,24.28,22493
15,Soybeans,1996,1761,101621.67,25.45,22493
15,Sweet potatoes,1996,1761,101621.67,21.56,86415
15,Sweet potatoes,1996,1761,101621.67,20.18,86415
15,Sweet potatoes,1996,1761,101621.67,17.83,86415
15,Sweet potatoes,1996,1761,101621.67,17.83,86415
15,Sweet potatoes,1996,1761,101621.67,27.6,86415
15,Sweet potatoes,1996,1761,101621.67,20.18,86415
15,Sweet potatoes,1996,1761,101621.67,27.07,86415
15,Sweet potatoes,1996,1761,101621.67,18.63,86415
15,Sweet potatoes,1996,1761,101621.67,25.94,86415
15,Sweet potatoes,1996,1761,101621.67,24.28,86415
15,Sweet potatoes,1996,1761,101621.67,25.45,86415
15,Wheat,1996,1761,101621.67,21.56,18334
15,Wheat,1996,1761,101621.67,20.18,18334
15,Wheat,1996,1761,101621.67,17.83,18334
15,Wheat,1996,1761,101621.67,17.83,18334
15,Wheat,1996,1761,101621.67,27.6,18334
15,Wheat,1996,1761,101621.67,20.18,18334
15,Wheat,1996,1761,101621.67,27.07,18334
15,Wheat,1996,1761,101621.67,18.63,18334
15,Wheat,1996,1761,101621.67,25.94,18334
15,Wheat,1996,1761,101621.67,24.28,18334
15,Wheat,1996,1761,101621.67,25.45,18334
15,Yams,1996,1761,101621.67,21.56,91837
15,Yams,1996,1761,101621.67,20.18,91837
15,Yams,1996,1761,101621.67,17.83,91837
15,Yams,1996,1761,101621.67,17.83,91837
15,Yams,1996,1761,101621.67,27.6,91837
15,Yams,1996,1761,101621.67,20.18,91837
15,Yams,1996,1761,101621.67,27.07,91837
15,Yams,1996,1761,101621.67,18.63,91837
15,Yams,1996,1761,101621.67,25.94,91837
15,Yams,1996,1761,101621.67,24.28,91837
15,Yams,1996,1761,101621.67,25.45,91837
15,Cassava,1997,1761,110276.11,21.91,128200
15,Cassava,1997,1761,110276.11,20.77,128200
15,Cassava,1997,1761,110276.11,18.36,128200
15,Cassava,1997,1761,110276.11,18.36,128200
15,Cassava,1997,1761,110276.11,27.85,128200
15,Cassava,1997,1761,110276.11,20.77,128200
15,Cassava,1997,1761,110276.11,27.57,128200
15,Cassava,1997,1761,110276.11,19.12,128200
15,Cassava,1997,1761,110276.11,25.96,128200
15,Cassava,1997,1761,110276.11,24.71,128200
15,Cassava,1997,1761,110276.11,25.2,128200
15,Maize,1997,1761,110276.11,21.91,26228
15,Maize,1997,1761,110276.11,20.77,26228
15,Maize,1997,1761,110276.11,18.36,26228
15,Maize,1997,1761,110276.11,18.36,26228
15,Maize,1997,1761,110276.11,27.85,26228
15,Maize,1997,1761,110276.11,20.77,26228
15,Maize,1997,1761,110276.11,27.57,26228
15,Maize,1997,1761,110276.11,19.12,26228
15,Maize,1997,1761,110276.11,25.96,26228
15,Maize,1997,1761,110276.11,24.71,26228
15,Maize,1997,1761,110276.11,25.2,26228
15,Potatoes,1997,1761,110276.11,21.91,152748
15,Potatoes,1997,1761,110276.11,20.77,152748
15,Potatoes,1997,1761,110276.11,18.36,152748
15,Potatoes,1997,1761,110276.11,18.36,152748
15,Potatoes,1997,1761,110276.11,27.85,152748
15,Potatoes,1997,1761,110276.11,20.77,152748
15,Potatoes,1997,1761,110276.11,27.57,152748
15,Potatoes,1997,1761,110276.11,19.12,152748
15,Potatoes,1997,1761,110276.11,25.96,152748
15,Potatoes,1997,1761,110276.11,24.71,152748
15,Potatoes,1997,1761,110276.11,25.2,152748
15,"Rice, paddy",1997,1761,110276.11,21.91,27310
15,"Rice, paddy",1997,1761,110276.11,20.77,27310
15,"Rice, paddy",1997,1761,110276.11,18.36,27310
15,"Rice, paddy",1997,1761,110276.11,18.36,27310
15,"Rice, paddy",1997,1761,110276.11,27.85,27310
15,"Rice, paddy",1997,1761,110276.11,20.77,27310
15,"Rice, paddy",1997,1761,110276.11,27.57,27310
15,"Rice, paddy",1997,1761,110276.11,19.12,27310
15,"Rice, paddy",1997,1761,110276.11,25.96,27310
15,"Rice, paddy",1997,1761,110276.11,24.71,27310
15,"Rice, paddy",1997,1761,110276.11,25.2,27310
15,Sorghum,1997,1761,110276.11,21.91,19757
15,Sorghum,1997,1761,110276.11,20.77,19757
15,Sorghum,1997,1761,110276.11,18.36,19757
15,Sorghum,1997,1761,110276.11,18.36,19757
15,Sorghum,1997,1761,110276.11,27.85,19757
15,Sorghum,1997,1761,110276.11,20.77,19757
15,Sorghum,1997,1761,110276.11,27.57,19757
15,Sorghum,1997,1761,110276.11,19.12,19757
15,Sorghum,1997,1761,110276.11,25.96,19757
15,Sorghum,1997,1761,110276.11,24.71,19757
15,Sorghum,1997,1761,110276.11,25.2,19757
15,Soybeans,1997,1761,110276.11,21.91,22977
15,Soybeans,1997,1761,110276.11,20.77,22977
15,Soybeans,1997,1761,110276.11,18.36,22977
15,Soybeans,1997,1761,110276.11,18.36,22977
15,Soybeans,1997,1761,110276.11,27.85,22977
15,Soybeans,1997,1761,110276.11,20.77,22977
15,Soybeans,1997,1761,110276.11,27.57,22977
15,Soybeans,1997,1761,110276.11,19.12,22977
15,Soybeans,1997,1761,110276.11,25.96,22977
15,Soybeans,1997,1761,110276.11,24.71,22977
15,Soybeans,1997,1761,110276.11,25.2,22977
15,Sweet potatoes,1997,1761,110276.11,21.91,98387
15,Sweet potatoes,1997,1761,110276.11,20.77,98387
15,Sweet potatoes,1997,1761,110276.11,18.36,98387
15,Sweet potatoes,1997,1761,110276.11,18.36,98387
15,Sweet potatoes,1997,1761,110276.11,27.85,98387
15,Sweet potatoes,1997,1761,110276.11,20.77,98387
15,Sweet potatoes,1997,1761,110276.11,27.57,98387
15,Sweet potatoes,1997,1761,110276.11,19.12,98387
15,Sweet potatoes,1997,1761,110276.11,25.96,98387
15,Sweet potatoes,1997,1761,110276.11,24.71,98387
15,Sweet potatoes,1997,1761,110276.11,25.2,98387
15,Wheat,1997,1761,110276.11,21.91,16359
15,Wheat,1997,1761,110276.11,20.77,16359
15,Wheat,1997,1761,110276.11,18.36,16359
15,Wheat,1997,1761,110276.11,18.36,16359
15,Wheat,1997,1761,110276.11,27.85,16359
15,Wheat,1997,1761,110276.11,20.77,16359
15,Wheat,1997,1761,110276.11,27.57,16359
15,Wheat,1997,1761,110276.11,19.12,16359
15,Wheat,1997,1761,110276.11,25.96,16359
15,Wheat,1997,1761,110276.11,24.71,16359
15,Wheat,1997,1761,110276.11,25.2,16359
15,Yams,1997,1761,110276.11,21.91,91773
15,Yams,1997,1761,110276.11,20.77,91773
15,Yams,1997,1761,110276.11,18.36,91773
15,Yams,1997,1761,110276.11,18.36,91773
15,Yams,1997,1761,110276.11,27.85,91773
15,Yams,1997,1761,110276.11,20.77,91773
15,Yams,1997,1761,110276.11,27.57,91773
15,Yams,1997,1761,110276.11,19.12,91773
15,Yams,1997,1761,110276.11,25.96,91773
15,Yams,1997,1761,110276.11,24.71,91773
15,Yams,1997,1761,110276.11,25.2,91773
15,Cassava,1998,1761,118930.56,22.35,123522
15,Cassava,1998,1761,118930.56,20.71,123522
15,Cassava,1998,1761,118930.56,18.2,123522
15,Cassava,1998,1761,118930.56,18.2,123522
15,Cassava,1998,1761,118930.56,28.76,123522
15,Cassava,1998,1761,118930.56,20.71,123522
15,Cassava,1998,1761,118930.56,27.54,123522
15,Cassava,1998,1761,118930.56,18.49,123522
15,Cassava,1998,1761,118930.56,26.63,123522
15,Cassava,1998,1761,118930.56,24.78,123522
15,Cassava,1998,1761,118930.56,26.08,123522
15,Maize,1998,1761,118930.56,22.35,27964
15,Maize,1998,1761,118930.56,20.71,27964
15,Maize,1998,1761,118930.56,18.2,27964
15,Maize,1998,1761,118930.56,18.2,27964
15,Maize,1998,1761,118930.56,28.76,27964
15,Maize,1998,1761,118930.56,20.71,27964
15,Maize,1998,1761,118930.56,27.54,27964
15,Maize,1998,1761,118930.56,18.49,27964
15,Maize,1998,1761,118930.56,26.63,27964
15,Maize,1998,1761,118930.56,24.78,27964
15,Maize,1998,1761,118930.56,26.08,27964
15,Potatoes,1998,1761,118930.56,22.35,156439
15,Potatoes,1998,1761,118930.56,20.71,156439
15,Potatoes,1998,1761,118930.56,18.2,156439
15,Potatoes,1998,1761,118930.56,18.2,156439
15,Potatoes,1998,1761,118930.56,28.76,156439
15,Potatoes,1998,1761,118930.56,20.71,156439
15,Potatoes,1998,1761,118930.56,27.54,156439
15,Potatoes,1998,1761,118930.56,18.49,156439
15,Potatoes,1998,1761,118930.56,26.63,156439
15,Potatoes,1998,1761,118930.56,24.78,156439
15,Potatoes,1998,1761,118930.56,26.08,156439
15,"Rice, paddy",1998,1761,118930.56,22.35,25198
15,"Rice, paddy",1998,1761,118930.56,20.71,25198
15,"Rice, paddy",1998,1761,118930.56,18.2,25198
15,"Rice, paddy",1998,1761,118930.56,18.2,25198
15,"Rice, paddy",1998,1761,118930.56,28.76,25198
15,"Rice, paddy",1998,1761,118930.56,20.71,25198
15,"Rice, paddy",1998,1761,118930.56,27.54,25198
15,"Rice, paddy",1998,1761,118930.56,18.49,25198
15,"Rice, paddy",1998,1761,118930.56,26.63,25198
15,"Rice, paddy",1998,1761,118930.56,24.78,25198
15,"Rice, paddy",1998,1761,118930.56,26.08,25198
15,Sorghum,1998,1761,118930.56,22.35,17768
15,Sorghum,1998,1761,118930.56,20.71,17768
15,Sorghum,1998,1761,118930.56,18.2,17768
15,Sorghum,1998,1761,118930.56,18.2,17768
15,Sorghum,1998,1761,118930.56,28.76,17768
15,Sorghum,1998,1761,118930.56,20.71,17768
15,Sorghum,1998,1761,118930.56,27.54,17768
15,Sorghum,1998,1761,118930.56,18.49,17768
15,Sorghum,1998,1761,118930.56,26.63,17768
15,Sorghum,1998,1761,118930.56,24.78,17768
15,Sorghum,1998,1761,118930.56,26.08,17768
15,Soybeans,1998,1761,118930.56,22.35,23533
15,Soybeans,1998,1761,118930.56,20.71,23533
15,Soybeans,1998,1761,118930.56,18.2,23533
15,Soybeans,1998,1761,118930.56,18.2,23533
15,Soybeans,1998,1761,118930.56,28.76,23533
15,Soybeans,1998,1761,118930.56,20.71,23533
15,Soybeans,1998,1761,118930.56,27.54,23533
15,Soybeans,1998,1761,118930.56,18.49,23533
15,Soybeans,1998,1761,118930.56,26.63,23533
15,Soybeans,1998,1761,118930.56,24.78,23533
15,Soybeans,1998,1761,118930.56,26.08,23533
15,Sweet potatoes,1998,1761,118930.56,22.35,103928
15,Sweet potatoes,1998,1761,118930.56,20.71,103928
15,Sweet potatoes,1998,1761,118930.56,18.2,103928
15,Sweet potatoes,1998,1761,118930.56,18.2,103928
15,Sweet potatoes,1998,1761,118930.56,28.76,103928
15,Sweet potatoes,1998,1761,118930.56,20.71,103928
15,Sweet potatoes,1998,1761,118930.56,27.54,103928
15,Sweet potatoes,1998,1761,118930.56,18.49,103928
15,Sweet potatoes,1998,1761,118930.56,26.63,103928
15,Sweet potatoes,1998,1761,118930.56,24.78,103928
15,Sweet potatoes,1998,1761,118930.56,26.08,103928
15,Wheat,1998,1761,118930.56,22.35,16111
15,Wheat,1998,1761,118930.56,20.71,16111
15,Wheat,1998,1761,118930.56,18.2,16111
15,Wheat,1998,1761,118930.56,18.2,16111
15,Wheat,1998,1761,118930.56,28.76,16111
15,Wheat,1998,1761,118930.56,20.71,16111
15,Wheat,1998,1761,118930.56,27.54,16111
15,Wheat,1998,1761,118930.56,18.49,16111
15,Wheat,1998,1761,118930.56,26.63,16111
15,Wheat,1998,1761,118930.56,24.78,16111
15,Wheat,1998,1761,118930.56,26.08,16111
15,Yams,1998,1761,118930.56,22.35,91823
15,Yams,1998,1761,118930.56,20.71,91823
15,Yams,1998,1761,118930.56,18.2,91823
15,Yams,1998,1761,118930.56,18.2,91823
15,Yams,1998,1761,118930.56,28.76,91823
15,Yams,1998,1761,118930.56,20.71,91823
15,Yams,1998,1761,118930.56,27.54,91823
15,Yams,1998,1761,118930.56,18.49,91823
15,Yams,1998,1761,118930.56,26.63,91823
15,Yams,1998,1761,118930.56,24.78,91823
15,Yams,1998,1761,118930.56,26.08,91823
15,Cassava,1999,1761,127585,21.59,132795
15,Cassava,1999,1761,127585,20.04,132795
15,Cassava,1999,1761,127585,17.66,132795
15,Cassava,1999,1761,127585,17.66,132795
15,Cassava,1999,1761,127585,27.64,132795
15,Cassava,1999,1761,127585,20.04,132795
15,Cassava,1999,1761,127585,26.66,132795
15,Cassava,1999,1761,127585,18.39,132795
15,Cassava,1999,1761,127585,25.88,132795
15,Cassava,1999,1761,127585,24.01,132795
15,Cassava,1999,1761,127585,25.32,132795
15,Maize,1999,1761,127585,21.59,27765
15,Maize,1999,1761,127585,20.04,27765
15,Maize,1999,1761,127585,17.66,27765
15,Maize,1999,1761,127585,17.66,27765
15,Maize,1999,1761,127585,27.64,27765
15,Maize,1999,1761,127585,20.04,27765
15,Maize,1999,1761,127585,26.66,27765
15,Maize,1999,1761,127585,18.39,27765
15,Maize,1999,1761,127585,25.88,27765
15,Maize,1999,1761,127585,24.01,27765
15,Maize,1999,1761,127585,25.32,27765
15,Potatoes,1999,1761,127585,21.59,164604
15,Potatoes,1999,1761,127585,20.04,164604
15,Potatoes,1999,1761,127585,17.66,164604
15,Potatoes,1999,1761,127585,17.66,164604
15,Potatoes,1999,1761,127585,27.64,164604
15,Potatoes,1999,1761,127585,20.04,164604
15,Potatoes,1999,1761,127585,26.66,164604
15,Potatoes,1999,1761,127585,18.39,164604
15,Potatoes,1999,1761,127585,25.88,164604
15,Potatoes,1999,1761,127585,24.01,164604
15,Potatoes,1999,1761,127585,25.32,164604
15,"Rice, paddy",1999,1761,127585,21.59,30708
15,"Rice, paddy",1999,1761,127585,20.04,30708
15,"Rice, paddy",1999,1761,127585,17.66,30708
15,"Rice, paddy",1999,1761,127585,17.66,30708
15,"Rice, paddy",1999,1761,127585,27.64,30708
15,"Rice, paddy",1999,1761,127585,20.04,30708
15,"Rice, paddy",1999,1761,127585,26.66,30708
15,"Rice, paddy",1999,1761,127585,18.39,30708
15,"Rice, paddy",1999,1761,127585,25.88,30708
15,"Rice, paddy",1999,1761,127585,24.01,30708
15,"Rice, paddy",1999,1761,127585,25.32,30708
15,Sorghum,1999,1761,127585,21.59,15711
15,Sorghum,1999,1761,127585,20.04,15711
15,Sorghum,1999,1761,127585,17.66,15711
15,Sorghum,1999,1761,127585,17.66,15711
15,Sorghum,1999,1761,127585,27.64,15711
15,Sorghum,1999,1761,127585,20.04,15711
15,Sorghum,1999,1761,127585,26.66,15711
15,Sorghum,1999,1761,127585,18.39,15711
15,Sorghum,1999,1761,127585,25.88,15711
15,Sorghum,1999,1761,127585,24.01,15711
15,Sorghum,1999,1761,127585,25.32,15711
15,Soybeans,1999,1761,127585,21.59,23724
15,Soybeans,1999,1761,127585,20.04,23724
15,Soybeans,1999,1761,127585,17.66,23724
15,Soybeans,1999,1761,127585,17.66,23724
15,Soybeans,1999,1761,127585,27.64,23724
15,Soybeans,1999,1761,127585,20.04,23724
15,Soybeans,1999,1761,127585,26.66,23724
15,Soybeans,1999,1761,127585,18.39,23724
15,Soybeans,1999,1761,127585,25.88,23724
15,Soybeans,1999,1761,127585,24.01,23724
15,Soybeans,1999,1761,127585,25.32,23724
15,Sweet potatoes,1999,1761,127585,21.59,109463
15,Sweet potatoes,1999,1761,127585,20.04,109463
15,Sweet potatoes,1999,1761,127585,17.66,109463
15,Sweet potatoes,1999,1761,127585,17.66,109463
15,Sweet potatoes,1999,1761,127585,27.64,109463
15,Sweet potatoes,1999,1761,127585,20.04,109463
15,Sweet potatoes,1999,1761,127585,26.66,109463
15,Sweet potatoes,1999,1761,127585,18.39,109463
15,Sweet potatoes,1999,1761,127585,25.88,109463
15,Sweet potatoes,1999,1761,127585,24.01,109463
15,Sweet potatoes,1999,1761,127585,25.32,109463
15,Wheat,1999,1761,127585,21.59,19699
15,Wheat,1999,1761,127585,20.04,19699
15,Wheat,1999,1761,127585,17.66,19699
15,Wheat,1999,1761,127585,17.66,19699
15,Wheat,1999,1761,127585,27.64,19699
15,Wheat,1999,1761,127585,20.04,19699
15,Wheat,1999,1761,127585,26.66,19699
15,Wheat,1999,1761,127585,18.39,19699
15,Wheat,1999,1761,127585,25.88,19699
15,Wheat,1999,1761,127585,24.01,19699
15,Wheat,1999,1761,127585,25.32,19699
15,Yams,1999,1761,127585,21.59,92000
15,Yams,1999,1761,127585,20.04,92000
15,Yams,1999,1761,127585,17.66,92000
15,Yams,1999,1761,127585,17.66,92000
15,Yams,1999,1761,127585,27.64,92000
15,Yams,1999,1761,127585,20.04,92000
15,Yams,1999,1761,127585,26.66,92000
15,Yams,1999,1761,127585,18.39,92000
15,Yams,1999,1761,127585,25.88,92000
15,Yams,1999,1761,127585,24.01,92000
15,Yams,1999,1761,127585,25.32,92000
15,Cassava,2000,1761,140423,21.69,134815
15,Cassava,2000,1761,140423,20.32,134815
15,Cassava,2000,1761,140423,18.01,134815
15,Cassava,2000,1761,140423,18.01,134815
15,Cassava,2000,1761,140423,27.5,134815
15,Cassava,2000,1761,140423,20.32,134815
15,Cassava,2000,1761,140423,26.82,134815
15,Cassava,2000,1761,140423,18.65,134815
15,Cassava,2000,1761,140423,25.71,134815
15,Cassava,2000,1761,140423,24.36,134815
15,Cassava,2000,1761,140423,25.35,134815
15,Maize,2000,1761,140423,21.69,27182
15,Maize,2000,1761,140423,20.32,27182
15,Maize,2000,1761,140423,18.01,27182
15,Maize,2000,1761,140423,18.01,27182
15,Maize,2000,1761,140423,27.5,27182
15,Maize,2000,1761,140423,20.32,27182
15,Maize,2000,1761,140423,26.82,27182
15,Maize,2000,1761,140423,18.65,27182
15,Maize,2000,1761,140423,25.71,27182
15,Maize,2000,1761,140423,24.36,27182
15,Maize,2000,1761,140423,25.35,27182
15,Potatoes,2000,1761,140423,21.69,171813
15,Potatoes,2000,1761,140423,20.32,171813
15,Potatoes,2000,1761,140423,18.01,171813
15,Potatoes,2000,1761,140423,18.01,171813
15,Potatoes,2000,1761,140423,27.5,171813
15,Potatoes,2000,1761,140423,20.32,171813
15,Potatoes,2000,1761,140423,26.82,171813
15,Potatoes,2000,1761,140423,18.65,171813
15,Potatoes,2000,1761,140423,25.71,171813
15,Potatoes,2000,1761,140423,24.36,171813
15,Potatoes,2000,1761,140423,25.35,171813
15,"Rice, paddy",2000,1761,140423,21.69,30382
15,"Rice, paddy",2000,1761,140423,20.32,30382
15,"Rice, paddy",2000,1761,140423,18.01,30382
15,"Rice, paddy",2000,1761,140423,18.01,30382
15,"Rice, paddy",2000,1761,140423,27.5,30382
15,"Rice, paddy",2000,1761,140423,20.32,30382
15,"Rice, paddy",2000,1761,140423,26.82,30382
15,"Rice, paddy",2000,1761,140423,18.65,30382
15,"Rice, paddy",2000,1761,140423,25.71,30382
15,"Rice, paddy",2000,1761,140423,24.36,30382
15,"Rice, paddy",2000,1761,140423,25.35,30382
15,Sorghum,2000,1761,140423,21.69,15013
15,Sorghum,2000,1761,140423,20.32,15013
15,Sorghum,2000,1761,140423,18.01,15013
15,Sorghum,2000,1761,140423,18.01,15013
15,Sorghum,2000,1761,140423,27.5,15013
15,Sorghum,2000,1761,140423,20.32,15013
15,Sorghum,2000,1761,140423,26.82,15013
15,Sorghum,2000,1761,140423,18.65,15013
15,Sorghum,2000,1761,140423,25.71,15013
15,Sorghum,2000,1761,140423,24.36,15013
15,Sorghum,2000,1761,140423,25.35,15013
15,Soybeans,2000,1761,140423,21.69,24033
